error, , MotorOutput (kP * error), Distance, kP, SetPoint, 
, 9.659060838930733, 0.6761342587251514, 0.3409391610692673, 0.07, 10.0, 
, 9.659060838930733, 0.6761342587251514, 0.3409391610692673, 0.07, 10.0, 
, 9.659060838930733, 0.6761342587251514, 0.3409391610692673, 0.07, 10.0, 
, 9.659060838930733, 0.6761342587251514, 0.3409391610692673, 0.07, 10.0, 
, 9.659060838930733, 0.6761342587251514, 0.3409391610692673, 0.07, 10.0, 
, 9.659442629704607, 0.6761609840793226, 0.34055737029539357, 0.07, 10.0, 
, 9.659442629704607, 0.6761609840793226, 0.34055737029539357, 0.07, 10.0, 
, 9.659442629704607, 0.6761609840793226, 0.34055737029539357, 0.07, 10.0, 
, 9.662115165121723, 0.6763480615585207, 0.33788483487827725, 0.07, 10.0, 
, 9.662115165121723, 0.6763480615585207, 0.33788483487827725, 0.07, 10.0, 
, 9.563994936236167, 0.6694796455365317, 0.43600506376383347, 0.07, 10.0, 
, 9.563994936236167, 0.6694796455365317, 0.43600506376383347, 0.07, 10.0, 
, 9.563994936236167, 0.6694796455365317, 0.43600506376383347, 0.07, 10.0, 
, 9.664024118991092, 0.6764816883293765, 0.3359758810089084, 0.07, 10.0, 
, 9.664024118991092, 0.6764816883293765, 0.3359758810089084, 0.07, 10.0, 
, 9.666696654408208, 0.6766687658085746, 0.33330334559179214, 0.07, 10.0, 
, 9.666696654408208, 0.6766687658085746, 0.33330334559179214, 0.07, 10.0, 
, 9.666696654408208, 0.6766687658085746, 0.33330334559179214, 0.07, 10.0, 
, 9.667078445182081, 0.6766954911627457, 0.33292155481791835, 0.07, 10.0, 
, 9.667078445182081, 0.6766954911627457, 0.33292155481791835, 0.07, 10.0, 
, 9.668987399051451, 0.6768291179336017, 0.33101260094854956, 0.07, 10.0, 
, 9.668987399051451, 0.6768291179336017, 0.33101260094854956, 0.07, 10.0, 
, 9.668987399051451, 0.6768291179336017, 0.33101260094854956, 0.07, 10.0, 
, 9.673568888337936, 0.6771498221836556, 0.3264311116620644, 0.07, 10.0, 
, 9.673568888337936, 0.6771498221836556, 0.3264311116620644, 0.07, 10.0, 
, 9.773979861866735, 0.6841785903306715, 0.2260201381332657, 0.07, 10.0, 
, 9.773979861866735, 0.6841785903306715, 0.2260201381332657, 0.07, 10.0, 
, 9.773979861866735, 0.6841785903306715, 0.2260201381332657, 0.07, 10.0, 
, 9.6770050053028, 0.677390350371196, 0.32299499469720055, 0.07, 10.0, 
, 9.6770050053028, 0.677390350371196, 0.32299499469720055, 0.07, 10.0, 
, 9.679677540719915, 0.6775774278503941, 0.3203224592800843, 0.07, 10.0, 
, 9.679677540719915, 0.6775774278503941, 0.3203224592800843, 0.07, 10.0, 
, 9.679677540719915, 0.6775774278503941, 0.3203224592800843, 0.07, 10.0, 
, 9.682731866910906, 0.6777912306837635, 0.3172681330890942, 0.07, 10.0, 
, 9.682731866910906, 0.6777912306837635, 0.3172681330890942, 0.07, 10.0, 
, 9.685404402328022, 0.6779783081629616, 0.31459559767197787, 0.07, 10.0, 
, 9.685404402328022, 0.6779783081629616, 0.31459559767197787, 0.07, 10.0, 
, 9.685404402328022, 0.6779783081629616, 0.31459559767197787, 0.07, 10.0, 
, 9.593011035050573, 0.6715107724535402, 0.4069889649494276, 0.07, 10.0, 
, 9.593011035050573, 0.6715107724535402, 0.4069889649494276, 0.07, 10.0, 
, 9.69036768238838, 0.6783257377671867, 0.309632317611619, 0.07, 10.0, 
, 9.69036768238838, 0.6783257377671867, 0.309632317611619, 0.07, 10.0, 
, 9.69036768238838, 0.6783257377671867, 0.309632317611619, 0.07, 10.0, 
, 9.692658427031624, 0.6784860898922137, 0.3073415729683765, 0.07, 10.0, 
, 9.692658427031624, 0.6784860898922137, 0.3073415729683765, 0.07, 10.0, 
, 9.692658427031624, 0.6784860898922137, 0.3073415729683766, 0.07, 10.0, 
, 9.692658427031624, 0.6784860898922137, 0.3073415729683766, 0.07, 10.0, 
, 9.692658427031624, 0.6784860898922137, 0.3073415729683766, 0.07, 10.0, 
, 9.697621707091983, 0.6788335194964389, 0.30237829290801765, 0.07, 10.0, 
, 9.697621707091983, 0.6788335194964389, 0.30237829290801765, 0.07, 10.0, 
, 9.702966777926214, 0.6792076744548351, 0.297033222073785, 0.07, 10.0, 
, 9.702966777926214, 0.6792076744548351, 0.297033222073785, 0.07, 10.0, 
, 9.702966777926214, 0.6792076744548351, 0.297033222073785, 0.07, 10.0, 
, 9.702584987152342, 0.679180949100664, 0.2974150128476587, 0.07, 10.0, 
, 9.702584987152342, 0.679180949100664, 0.2974150128476587, 0.07, 10.0, 
, 9.705257522569458, 0.6793680265798621, 0.29474247743054227, 0.07, 10.0, 
, 9.705257522569458, 0.6793680265798621, 0.29474247743054227, 0.07, 10.0, 
, 9.705257522569458, 0.6793680265798621, 0.29474247743054227, 0.07, 10.0, 
, 9.705257522569458, 0.6793680265798621, 0.2947424774305425, 0.07, 10.0, 
, 9.705257522569458, 0.6793680265798621, 0.2947424774305425, 0.07, 10.0, 
, 9.710220802629816, 0.6797154561840872, 0.28977919737018354, 0.07, 10.0, 
, 9.710220802629816, 0.6797154561840872, 0.28977919737018354, 0.07, 10.0, 
, 9.710220802629816, 0.6797154561840872, 0.28977919737018354, 0.07, 10.0, 
, 9.714802291916302, 0.6800361604341412, 0.2851977080836985, 0.07, 10.0, 
, 9.714802291916302, 0.6800361604341412, 0.2851977080836985, 0.07, 10.0, 
, 9.713275128820806, 0.6799292590174565, 0.28672487117919343, 0.07, 10.0, 
, 9.713275128820806, 0.6799292590174565, 0.28672487117919343, 0.07, 10.0, 
, 9.713275128820806, 0.6799292590174565, 0.28672487117919343, 0.07, 10.0, 
, 9.717856618107291, 0.6802499632675104, 0.2821433818927084, 0.07, 10.0, 
, 9.717856618107291, 0.6802499632675104, 0.2821433818927084, 0.07, 10.0, 
, 9.721292735072156, 0.680490491455051, 0.2787072649278446, 0.07, 10.0, 
, 9.721292735072156, 0.680490491455051, 0.2787072649278446, 0.07, 10.0, 
, 9.721292735072156, 0.680490491455051, 0.2787072649278446, 0.07, 10.0, 
, 9.723965270489272, 0.6806775689342491, 0.27603472951072816, 0.07, 10.0, 
, 9.723965270489272, 0.6806775689342491, 0.27603472951072816, 0.07, 10.0, 
, 9.726256015132513, 0.680837921059276, 0.27374398486748586, 0.07, 10.0, 
, 9.726256015132513, 0.680837921059276, 0.27374398486748586, 0.07, 10.0, 
, 9.726256015132513, 0.680837921059276, 0.27374398486748586, 0.07, 10.0, 
, 9.82628519788744, 0.6878399638521209, 0.17371480211256074, 0.07, 10.0, 
, 9.82628519788744, 0.6878399638521209, 0.17371480211256074, 0.07, 10.0, 
, 9.733510039836116, 0.6813457027885281, 0.2664899601638844, 0.07, 10.0, 
, 9.733510039836116, 0.6813457027885281, 0.2664899601638844, 0.07, 10.0, 
, 9.733510039836116, 0.6813457027885281, 0.2664899601638844, 0.07, 10.0, 
, 9.733510039836116, 0.6813457027885281, 0.2664899601638844, 0.07, 10.0, 
, 9.733510039836116, 0.6813457027885281, 0.2664899601638844, 0.07, 10.0, 
, 9.736182575253231, 0.6815327802677262, 0.26381742474676795, 0.07, 10.0, 
, 9.736182575253231, 0.6815327802677262, 0.26381742474676795, 0.07, 10.0, 
, 9.736182575253231, 0.6815327802677262, 0.26381742474676795, 0.07, 10.0, 
, 9.738855110670348, 0.6817198577469245, 0.26114488932965196, 0.07, 10.0, 
, 9.738855110670348, 0.6817198577469245, 0.26114488932965196, 0.07, 10.0, 
, 9.742673018409086, 0.6819871112886361, 0.25732698159091383, 0.07, 10.0, 
, 9.742673018409086, 0.6819871112886361, 0.25732698159091383, 0.07, 10.0, 
, 9.742673018409086, 0.6819871112886361, 0.25732698159091383, 0.07, 10.0, 
, 9.745727344600077, 0.6822009141220055, 0.2542726553999235, 0.07, 10.0, 
, 9.745727344600077, 0.6822009141220055, 0.2542726553999235, 0.07, 10.0, 
, 9.745727344600077, 0.6822009141220055, 0.2542726553999235, 0.07, 10.0, 
, 9.749545252338814, 0.6824681676637171, 0.25045474766118625, 0.07, 10.0, 
, 9.749545252338814, 0.6824681676637171, 0.25045474766118625, 0.07, 10.0, 
, 9.752599578529804, 0.6826819704970863, 0.24740042147019636, 0.07, 10.0, 
, 9.752599578529804, 0.6826819704970863, 0.24740042147019636, 0.07, 10.0, 
, 9.75527211394692, 0.6828690479762844, 0.24472788605307993, 0.07, 10.0, 
, 9.75527211394692, 0.6828690479762844, 0.24472788605307993, 0.07, 10.0, 
, 9.75527211394692, 0.6828690479762844, 0.24472788605307993, 0.07, 10.0, 
, 9.759090021685658, 0.6831363015179961, 0.24090997831434224, 0.07, 10.0, 
, 9.759090021685658, 0.6831363015179961, 0.24090997831434224, 0.07, 10.0, 
, 9.761762557102774, 0.6833233789971942, 0.23823744289722582, 0.07, 10.0, 
, 9.761762557102774, 0.6833233789971942, 0.23823744289722582, 0.07, 10.0, 
, 9.761762557102774, 0.6833233789971942, 0.23823744289722582, 0.07, 10.0, 
, 9.762907929424395, 0.6834035550597077, 0.237092070575605, 0.07, 10.0, 
, 9.762907929424395, 0.6834035550597077, 0.237092070575605, 0.07, 10.0, 
, 9.86599143837031, 0.6906194006859218, 0.13400856162968955, 0.07, 10.0, 
, 9.86599143837031, 0.6906194006859218, 0.13400856162968955, 0.07, 10.0, 
, 9.86599143837031, 0.6906194006859218, 0.13400856162968955, 0.07, 10.0, 
, 9.771689117223492, 0.6840182382056444, 0.22831088277650835, 0.07, 10.0, 
, 9.771689117223492, 0.6840182382056444, 0.22831088277650835, 0.07, 10.0, 
, 9.773979861866735, 0.6841785903306715, 0.22602013813326582, 0.07, 10.0, 
, 9.773979861866735, 0.6841785903306715, 0.22602013813326582, 0.07, 10.0, 
, 9.773979861866735, 0.6841785903306715, 0.22602013813326582, 0.07, 10.0, 
, 9.77665239728385, 0.6843656678098696, 0.2233476027161494, 0.07, 10.0, 
, 9.77665239728385, 0.6843656678098696, 0.2233476027161494, 0.07, 10.0, 
, 9.780088514248714, 0.68460619599741, 0.2199114857512856, 0.07, 10.0, 
, 9.780088514248714, 0.68460619599741, 0.2199114857512856, 0.07, 10.0, 
, 9.780088514248714, 0.68460619599741, 0.2199114857512856, 0.07, 10.0, 
, 9.685404402328022, 0.6779783081629616, 0.31459559767197787, 0.07, 10.0, 
, 9.685404402328022, 0.6779783081629616, 0.31459559767197787, 0.07, 10.0, 
, 9.789251492821684, 0.685247604497518, 0.21074850717831506, 0.07, 10.0, 
, 9.789251492821684, 0.685247604497518, 0.21074850717831506, 0.07, 10.0, 
, 9.789251492821684, 0.685247604497518, 0.21074850717831506, 0.07, 10.0, 
, 9.79077865591718, 0.6853545059142027, 0.20922134408282034, 0.07, 10.0, 
, 9.79077865591718, 0.6853545059142027, 0.20922134408282034, 0.07, 10.0, 
, 9.794596563655917, 0.6856217594559143, 0.20540343634408265, 0.07, 10.0, 
, 9.794596563655917, 0.6856217594559143, 0.20540343634408265, 0.07, 10.0, 
, 9.794596563655917, 0.6856217594559143, 0.20540343634408265, 0.07, 10.0, 
, 9.794596563655917, 0.6856217594559143, 0.20540343634408265, 0.07, 10.0, 
, 9.798414471394654, 0.6858890129976258, 0.20158552860534495, 0.07, 10.0, 
, 9.80185058835952, 0.6861295411851664, 0.19814941164048117, 0.07, 10.0, 
, 9.80185058835952, 0.6861295411851664, 0.19814941164048117, 0.07, 10.0, 
, 9.80185058835952, 0.6861295411851664, 0.19814941164048117, 0.07, 10.0, 
, 9.804523123776635, 0.6863166186643646, 0.19547687622336474, 0.07, 10.0, 
, 9.804523123776635, 0.6863166186643646, 0.19547687622336474, 0.07, 10.0, 
, 9.808341031515372, 0.6865838722060761, 0.1916589684846275, 0.07, 10.0, 
, 9.808341031515372, 0.6865838722060761, 0.1916589684846275, 0.07, 10.0, 
, 9.808341031515372, 0.6865838722060761, 0.1916589684846275, 0.07, 10.0, 
, 9.811777148480237, 0.6868244003936167, 0.18822285151976326, 0.07, 10.0, 
, 9.811777148480237, 0.6868244003936167, 0.18822285151976326, 0.07, 10.0, 
, 9.816358637766722, 0.6871451046436706, 0.1836413622332782, 0.07, 10.0, 
, 9.816358637766722, 0.6871451046436706, 0.1836413622332782, 0.07, 10.0, 
, 9.816358637766722, 0.6871451046436706, 0.1836413622332782, 0.07, 10.0, 
, 9.819412963957712, 0.6873589074770399, 0.18058703604228832, 0.07, 10.0, 
, 9.819412963957712, 0.6873589074770399, 0.18058703604228832, 0.07, 10.0, 
, 9.822085499374829, 0.6875459849562381, 0.1779145006251719, 0.07, 10.0, 
, 9.822085499374829, 0.6875459849562381, 0.1779145006251719, 0.07, 10.0, 
, 9.822085499374829, 0.6875459849562381, 0.1779145006251719, 0.07, 10.0, 
, 9.823230871696449, 0.6876261610187515, 0.17676912830355018, 0.07, 10.0, 
, 9.823230871696449, 0.6876261610187515, 0.17676912830355018, 0.07, 10.0, 
, 9.825139825565817, 0.6877597877896072, 0.17486017443418245, 0.07, 10.0, 
, 9.825139825565817, 0.6877597877896072, 0.17486017443418245, 0.07, 10.0, 
, 9.825139825565817, 0.6877597877896072, 0.17486017443418245, 0.07, 10.0, 
, 9.825903407113566, 0.6878132384979497, 0.17409659288643375, 0.07, 10.0, 
, 9.825903407113566, 0.6878132384979497, 0.17409659288643375, 0.07, 10.0, 
, 9.831630268721671, 0.6882141188105171, 0.16836973127832788, 0.07, 10.0, 
, 9.831630268721671, 0.6882141188105171, 0.16836973127832788, 0.07, 10.0, 
, 9.831630268721671, 0.6882141188105171, 0.16836973127832788, 0.07, 10.0, 
, 9.835066385686536, 0.6884546469980576, 0.16493361431346365, 0.07, 10.0, 
, 9.835066385686536, 0.6884546469980576, 0.16493361431346365, 0.07, 10.0, 
, 9.837738921103652, 0.6886417244772557, 0.1622610788963481, 0.07, 10.0, 
, 9.837738921103652, 0.6886417244772557, 0.1622610788963481, 0.07, 10.0, 
, 9.837738921103652, 0.6886417244772557, 0.1622610788963481, 0.07, 10.0, 
, 9.840793247294641, 0.6888555273106249, 0.15920675270535778, 0.07, 10.0, 
, 9.840793247294641, 0.6888555273106249, 0.15920675270535778, 0.07, 10.0, 
, 9.840793247294641, 0.6888555273106249, 0.15920675270535778, 0.07, 10.0, 
, 9.846138318128874, 0.6892296822690213, 0.1538616818711258, 0.07, 10.0, 
, 9.846138318128874, 0.6892296822690213, 0.1538616818711258, 0.07, 10.0, 
, 9.846138318128876, 0.6892296822690214, 0.15386168187112492, 0.07, 10.0, 
, 9.846138318128876, 0.6892296822690214, 0.15386168187112492, 0.07, 10.0, 
, 9.947312873205423, 0.6963119011243797, 0.0526871267945781, 0.07, 10.0, 
, 9.947312873205423, 0.6963119011243797, 0.0526871267945781, 0.07, 10.0, 
, 9.947312873205423, 0.6963119011243797, 0.0526871267945781, 0.07, 10.0, 
, 9.852246970510855, 0.6896572879357599, 0.14775302948914515, 0.07, 10.0, 
, 9.852246970510855, 0.6896572879357599, 0.14775302948914515, 0.07, 10.0, 
, 9.855683087475718, 0.6898978161233004, 0.14431691252428092, 0.07, 10.0, 
, 9.855683087475718, 0.6898978161233004, 0.14431691252428092, 0.07, 10.0, 
, 9.855683087475718, 0.6898978161233004, 0.14431691252428092, 0.07, 10.0, 
, 9.85873741366671, 0.6901116189566697, 0.14126258633329059, 0.07, 10.0, 
, 9.85873741366671, 0.6901116189566697, 0.14126258633329059, 0.07, 10.0, 
, 9.862173530631573, 0.6903521471442101, 0.13782646936842724, 0.07, 10.0, 
, 9.862173530631573, 0.6903521471442101, 0.13782646936842724, 0.07, 10.0, 
, 9.862173530631573, 0.6903521471442101, 0.13782646936842724, 0.07, 10.0, 
, 9.864846066048688, 0.6905392246234082, 0.1351539339513108, 0.07, 10.0, 
, 9.864846066048688, 0.6905392246234082, 0.1351539339513108, 0.07, 10.0, 
, 9.867518601465806, 0.6907263021026064, 0.13248139853419438, 0.07, 10.0, 
, 9.867518601465806, 0.6907263021026064, 0.13248139853419438, 0.07, 10.0, 
, 9.867518601465806, 0.6907263021026064, 0.13248139853419438, 0.07, 10.0, 
, 9.870191136882923, 0.6909133795818047, 0.12980886311707795, 0.07, 10.0, 
, 9.870191136882923, 0.6909133795818047, 0.12980886311707795, 0.07, 10.0, 
, 9.87324546307391, 0.6911271824151738, 0.1267545369260885, 0.07, 10.0, 
, 9.87324546307391, 0.6911271824151738, 0.1267545369260885, 0.07, 10.0, 
, 9.87324546307391, 0.6911271824151738, 0.1267545369260885, 0.07, 10.0, 
, 9.873627253847786, 0.6911539077693452, 0.1263727461522146, 0.07, 10.0, 
, 9.873627253847786, 0.6911539077693452, 0.1263727461522146, 0.07, 10.0, 
, 9.879354115455893, 0.6915547880819126, 0.12064588454410785, 0.07, 10.0, 
, 9.879354115455893, 0.6915547880819126, 0.12064588454410785, 0.07, 10.0, 
, 9.879354115455893, 0.6915547880819126, 0.12064588454410785, 0.07, 10.0, 
, 9.884699186290124, 0.6919289430403087, 0.11530081370987588, 0.07, 10.0, 
, 9.884699186290124, 0.6919289430403087, 0.11530081370987588, 0.07, 10.0, 
, 9.885080977063998, 0.69195566839448, 0.11491902293600198, 0.07, 10.0, 
, 9.885080977063998, 0.69195566839448, 0.11491902293600198, 0.07, 10.0, 
, 9.885080977063998, 0.69195566839448, 0.11491902293600198, 0.07, 10.0, 
, 9.887753512481115, 0.6921427458736782, 0.11224648751888555, 0.07, 10.0, 
, 9.887753512481115, 0.6921427458736782, 0.11224648751888555, 0.07, 10.0, 
, 9.887753512481115, 0.6921427458736782, 0.11224648751888555, 0.07, 10.0, 
, 9.890044257124357, 0.692303097998705, 0.10995574287564303, 0.07, 10.0, 
, 9.890044257124357, 0.692303097998705, 0.10995574287564303, 0.07, 10.0, 
, 9.893480374089222, 0.6925436261862457, 0.10651962591077879, 0.07, 10.0, 
, 9.893480374089222, 0.6925436261862457, 0.10651962591077879, 0.07, 10.0, 
, 9.896152909506338, 0.6927307036654436, 0.10384709049366325, 0.07, 10.0, 
, 9.896152909506338, 0.6927307036654436, 0.10384709049366325, 0.07, 10.0, 
, 9.896152909506338, 0.6927307036654436, 0.10384709049366325, 0.07, 10.0, 
, 9.899207235697327, 0.692944506498813, 0.10079276430267292, 0.07, 10.0, 
, 9.899207235697327, 0.692944506498813, 0.10079276430267292, 0.07, 10.0, 
, 9.902261561888317, 0.6931583093321823, 0.09773843811168259, 0.07, 10.0, 
, 9.902261561888317, 0.6931583093321823, 0.09773843811168259, 0.07, 10.0, 
, 9.902261561888317, 0.6931583093321823, 0.09773843811168259, 0.07, 10.0, 
, 9.904934097305434, 0.6933453868113805, 0.09506590269456616, 0.07, 10.0, 
, 9.904934097305434, 0.6933453868113805, 0.09506590269456616, 0.07, 10.0, 
, 9.909897377365793, 0.6936928164156055, 0.09010262263420721, 0.07, 10.0, 
, 9.909897377365793, 0.6936928164156055, 0.09010262263420721, 0.07, 10.0, 
, 9.909897377365793, 0.6936928164156055, 0.09010262263420721, 0.07, 10.0, 
, 9.907606632722551, 0.6935324642905787, 0.09239336727744973, 0.07, 10.0, 
, 9.907606632722551, 0.6935324642905787, 0.09239336727744973, 0.07, 10.0, 
, 9.912188122009034, 0.6938531685406325, 0.08781187799096468, 0.07, 10.0, 
, 